Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Human	hsa_circTMCO1_001	hg38	chr1:165743166-165754274	-	260	NR_045818	TMCO1	ENSG00000143183	1	3: RPF,cORF,MS	circAtlas:hsa-TMCO1_0003,circBank:hsa_circTMCO1_003,circBase:hsa_circ_0015077,CIRCpedia:HSA_CIRCpedia_28547,CSCD:chr1:165743166-165754274,exoRBase:exo_circ_013571
Condition-independent	Human	hsa_circDNM3_001	hg38	chr1:172253572-172308839	+	222	NM_001350204	DNM3	ENSG00000197959	1	2: RPF,cORF	circAtlas:hsa-DNM3_0025,circBank:hsa_circDNM3_023,circBase:hsa_circ_0111164,CIRCpedia:HSA_CIRCpedia_28741,circRNADb:hsa_circ_26439,CSCD:chr1:172253572-172308839,exoRBase:exo_circ_006424
Condition-independent	Human	hsa_circSUCO_001	hg38	chr1:172551511-172591071	+	2719	NM_016227	SUCO	ENSG00000094975	1	3: RPF,cORF,m6A	circAtlas:hsa-SUCO_0011,circBank:hsa_circC1orf9_005,circBase:hsa_circ_0015261,CIRCpedia:HSA_CIRCpedia_28751,circRNADb:hsa_circ_09449,CSCD:chr1:172551511-172591071,exoRBase:exo_circ_017862
Condition-independent	Human	hsa_circPRDX6_001	hg38	chr1:173481325-173486401	+	451	NM_004905	PRDX6	ENSG00000117592	2	3: RPF,cORF,MS	circAtlas:hsa-PRDX6_0001,CIRCpedia:HSA_CIRCpedia_110021,CSCD:chr1:173481325-173486401
Condition-independent	Human	hsa_circCOP1_001	hg38	chr1:176162868-176163891	-	197	NM_001001740	COP1	ENSG00000143207	1	2: RPF,cORF	circAtlas:hsa-RFWD2_0050,circBank:hsa_circRFWD2_021,circBase:hsa_circ_0015377,CIRCpedia:HSA_CIRCpedia_28915,circRNADb:hsa_circ_00678,CSCD:chr1:176162868-176163891,exoRBase:exo_circ_012728
Condition-independent	Human	hsa_circCEP350_001	hg38	chr1:179986168-180006567	+	1259	NM_014810	CEP350	ENSG00000135837	1	3: RPF,cORF,m6A	circAtlas:hsa-CEP350_0028,circBank:hsa_circCEP350_005,circBase:hsa_circ_0111364,CIRCpedia:HSA_CIRCpedia_29041,circRNADb:hsa_circ_28585,CSCD:chr1:179986168-180006567,exoRBase:exo_circ_017923
Condition-independent	Human	hsa_circSTX6_001	hg38	chr1:180984676-180993425	-	391	NM_005819	STX6	ENSG00000135823	3	3: RPF,cORF,m6A	circAtlas:hsa-STX6_0001,circBank:hsa_circSTX6_011,circBase:hsa_circ_0007905,CIRCpedia:HSA_CIRCpedia_29090,circRNADb:hsa_circ_23135,CSCD:chr1:180984676-180993425,exoRBase:exo_circ_001113
Condition-independent	Human	hsa_circCFH_001	hg38	chr1:196673856-196690239	+	1092	NM_001014975	CFH	ENSG00000000971	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CFH_0006,CIRCpedia:HSA_CIRCpedia_154337
Condition-independent	Human	hsa_circNEK7_001	hg38	chr1:198232552-198264235	+	400	NM_133494	NEK7	ENSG00000151414	1	2: RPF,cORF	circAtlas:hsa-NEK7_0010,circBank:hsa_circNEK7_006,circBase:hsa_circ_0002528,CIRCpedia:HSA_CIRCpedia_29382,circRNADb:hsa_circ_31134,CSCD:chr1:198232552-198264235,exoRBase:exo_circ_006425
Condition-independent	Human	hsa_circCR1_001	hg38	chr1:207533408-207614489	+	5190	NM_000651	CR1	ENSG00000203710	1	2: RPF,cORF	CIRCpedia:HSA_CIRCpedia_358239
Condition-independent	Human	hsa_circKCNH1_001	hg38	chr1:211018863-211019256	-	393	NM_002238	KCNH1	ENSG00000143473	1	3: RPF,cORF,MS	circAtlas:hsa-KCNH1_0008,circBank:hsa_circKCNH1_007,circBase:hsa_circ_0111831,CIRCpedia:HSA_CIRCpedia_29785,CSCD:chr1:211018863-211019256
Condition-independent	Human	hsa_circTRAF5_001	hg38	chr1:211353238-211354467	+	277	NM_145759	TRAF5	ENSG00000082512	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-TRAF5_0005,circBank:hsa_circTRAF5_002,circBase:hsa_circ_0007234,CIRCpedia:HSA_CIRCpedia_29803,circRNADb:hsa_circ_16819,CSCD:chr1:211353238-211354467,exoRBase:exo_circ_017534
Condition-independent	Human	hsa_circINTS7_001	hg38	chr1:211975165-211988003	-	936	NM_001199809	INTS7	ENSG00000143493	2	3: RPF,cORF,m6A	circAtlas:hsa-INTS7_0014,CIRCpedia:HSA_CIRCpedia_110506,CSCD:chr1:211975165-211988003,TSCD:chr1:211975165-211988003
Condition-independent	Human	hsa_circPROX1_001	hg38	chr1:213996468-214011715	+	2095	NM_001270616	PROX1	ENSG00000117707	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-PROX1_0001,circBank:hsa_circPROX1_002,circBase:hsa_circ_0111952,CIRCpedia:HSA_CIRCpedia_113951,circRNADb:hsa_circ_08060,CSCD:chr1:213996468-214011715,exoRBase:exo_circ_007151
Condition-independent	Human	hsa_circRAB3GAP2_001	hg38	chr1:220212886-220213979	-	206	NM_012414	RAB3GAP2	ENSG00000118873	3	3: RPF,cORF,MS	circAtlas:hsa-RAB3GAP2_0005,circBank:hsa_circRAB3GAP2_003,circBase:hsa_circ_0002924,CIRCpedia:HSA_CIRCpedia_30103,circRNADb:hsa_circ_18139,CSCD:chr1:220212886-220213979,exoRBase:exo_circ_011958
Condition-independent	Human	hsa_circDNAH14_001	hg38	chr1:224952669-224974153	+	868	NM_001349911	DNAH14	ENSG00000185842	3	2: RPF,cORF	circAtlas:hsa-DNAH14_0002,circBank:hsa_circDNAH14_002,circBase:hsa_circ_0016600,CIRCpedia:HSA_CIRCpedia_30257,circRNADb:hsa_circ_04127,CSCD:chr1:224952669-224974153,exoRBase:exo_circ_000698
Condition-independent	Human	hsa_circLBR_001	hg38	chr1:225412453-225415332	-	247	NM_002296	LBR	ENSG00000143815	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-LBR_0002,circBank:hsa_circLBR_011,circBase:hsa_circ_0016650,CIRCpedia:HSA_CIRCpedia_30298,circRNADb:hsa_circ_09713,CSCD:chr1:225412453-225415332,exoRBase:exo_circ_023914
Condition-independent	Human	hsa_circSDE2_001	hg38	chr1:225987895-225988388	-	493	NM_152608	SDE2	ENSG00000143751	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-SDE2_0001,circBank:hsa_circC1orf55_005,circBase:hsa_circ_0112235,CIRCpedia:HSA_CIRCpedia_30323,circRNADb:hsa_circ_29374,CSCD:chr1:225987895-225988388,exoRBase:exo_circ_007086
Condition-independent	Human	hsa_circGALNT2_001	hg38	chr1:230178217-230203290	+	248	NM_004481	GALNT2	ENSG00000143641	2	3: RPF,cORF,m6A	circAtlas:hsa-GALNT2_0001,circBank:hsa_circGALNT2_005,circBase:hsa_circ_0000192,CIRCpedia:HSA_CIRCpedia_30463,circRNADb:hsa_circ_15649,CSCD:chr1:230178217-230203290,exoRBase:exo_circ_017598
Condition-independent	Human	hsa_circCOG2_001	hg38	chr1:230663140-230664587	+	185	NM_007357	COG2	ENSG00000135775	2	3: RPF,cORF,MS	circAtlas:hsa-COG2_0004,circBank:hsa_circCOG2_008,circBase:hsa_circ_0016866,CIRCpedia:HSA_CIRCpedia_30486,circRNADb:hsa_circ_24688,CSCD:chr1:230663140-230664587,exoRBase:exo_circ_018394
Condition-independent	Human	hsa_circDISC1_001	hg38	chr1:231693825-231745499	+	1146	NM_001164537	DISC1	ENSG00000162946	42	4: RPF,cORF,m6A,IRES	circBank:hsa_circDISC1_001,circBase:hsa_circ_0016906
Condition-independent	Human	hsa_circARID4B_001	hg38	chr1:235213768-235240451	-	1395	NM_001206794	ARID4B	ENSG00000054267	1	3: RPF,cORF,m6A	circAtlas:hsa-ARID4B_0046,circBank:hsa_circARID4B_013,circBase:hsa_circ_0112489,CIRCpedia:HSA_CIRCpedia_69321,circRNADb:hsa_circ_05933,CSCD:chr1:235213768-235240451,exoRBase:exo_circ_035483
Condition-independent	Human	hsa_circB3GALNT2_001	hg38	chr1:235480053-235494828	-	539	NM_152490	B3GALNT2	ENSG00000162885	1	3: RPF,cORF,MS	circAtlas:hsa-B3GALNT2_0002,CIRCpedia:HSA_CIRCpedia_30727,CSCD:chr1:235480053-235494828
Condition-independent	Human	hsa_circMTR_001	hg38	chr1:236806143-236816543	+	515	NM_000254	MTR	ENSG00000116984	1	3: RPF,cORF,MS	circAtlas:hsa-MTR_0013,circBank:hsa_circMTR_011,circBase:hsa_circ_0004039,CIRCpedia:HSA_CIRCpedia_30796,circRNADb:hsa_circ_27373,CSCD:chr1:236806143-236816543,exoRBase:exo_circ_006353
Condition-independent	Human	hsa_circSDCCAG8_001	hg38	chr1:243270104-243426558	+	1120	NM_001350251	SDCCAG8	ENSG00000054282	2	2: RPF,cORF	circAtlas:hsa-SDCCAG8_0024,CIRCpedia:HSA_CIRCpedia_117846,circRNADb:hsa_circ_01164,CSCD:chr1:243270104-243426558
Condition-independent	Human	hsa_circSDCCAG8_002	hg38	chr1:243304712-243426558	+	1092	NM_001350251	SDCCAG8	ENSG00000054282	3	3: RPF,cORF,IRES	circAtlas:hsa-SDCCAG8_0067,circBank:hsa_circSDCCAG8_024,circBase:hsa_circ_0017238,CIRCpedia:HSA_CIRCpedia_69348,CSCD:chr1:243304712-243426558
Condition-independent	Human	hsa_circSDCCAG8_003	hg38	chr1:243415701-243426558	+	369	NM_001350251	SDCCAG8	ENSG00000054282	2	3: RPF,cORF,m6A	circAtlas:hsa-SDCCAG8_0001,circBank:hsa_circSDCCAG8_031,circBase:hsa_circ_0017241,CIRCpedia:HSA_CIRCpedia_30931,circRNADb:hsa_circ_18254,CSCD:chr1:243415701-243426558,exoRBase:exo_circ_000264
Condition-independent	Human	hsa_circAKT3_001	hg38	chr1:243613670-243695716	-	650	NM_005465	AKT3	ENSG00000117020	1	3: RPF,cORF,m6A	circAtlas:hsa-AKT3_0001,circBank:hsa_circAKT3_023,circBase:hsa_circ_0017251,CIRCpedia:HSA_CIRCpedia_30949,circRNADb:hsa_circ_26508,CSCD:chr1:243613670-243695716,exoRBase:exo_circ_001175
Condition-independent	Human	hsa_circSCCPDH_001	hg38	chr1:246726891-246744125	+	374	NM_016002	SCCPDH	ENSG00000143653	1	3: RPF,cORF,MS	circAtlas:hsa-SCCPDH_0001,circBank:hsa_circSCCPDH_004,circBase:hsa_circ_0112862,CIRCpedia:HSA_CIRCpedia_31017,CSCD:chr1:246726891-246744125,exoRBase:exo_circ_003167
Condition-independent	Human	hsa_circZNF124_001	hg38	chr1:247159005-247159813	-	188	NM_001243740	ZNF124	ENSG00000196418	6	3: RPF,cORF,m6A	circAtlas:hsa-ZNF124_0002,circBank:hsa_circZNF124_006,circBase:hsa_circ_0017348,CIRCpedia:HSA_CIRCpedia_31040,circRNADb:hsa_circ_19742,CSCD:chr1:247159005-247159813,exoRBase:exo_circ_006475
Condition-independent	Human	hsa_circADI1_001	hg38	chr2:3497918-3517747	-	4404	NM_001306077	ADI1	ENSG00000182551	3	4: RPF,cORF,m6A,IRES	circBank:hsa_circADI1_001,circBase:hsa_circ_0052484
Condition-independent	Human	hsa_circMBOAT2_001	hg38	chr2:8888017-8958642	-	376	NM_001321267	MBOAT2	ENSG00000143797	1	3: RPF,cORF,MS	circAtlas:hsa-MBOAT2_0002,circBank:hsa_circMBOAT2_016,circBase:hsa_circ_0008847,CIRCpedia:HSA_CIRCpedia_42584,circRNADb:hsa_circ_24921,CSCD:chr2:8888017-8958642,exoRBase:exo_circ_006287
Condition-independent	Human	hsa_circMBOAT2_002	hg38	chr2:8943186-8958642	-	224	NM_001321267	MBOAT2	ENSG00000143797	2	2: RPF,cORF	circAtlas:hsa-MBOAT2_0001,circBank:hsa_circMBOAT2_013,circBase:hsa_circ_0007334,CIRCpedia:HSA_CIRCpedia_42589,circRNADb:hsa_circ_15816,CSCD:chr2:8943186-8958642,exoRBase:exo_circ_001302
Condition-independent	Human	hsa_circASAP2_001	hg38	chr2:9318523-9327911	+	341	NM_001135191	ASAP2	ENSG00000151693	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ASAP2_0002,circBank:hsa_circASAP2_009,circBase:hsa_circ_0002362,CIRCpedia:HSA_CIRCpedia_42597,circRNADb:hsa_circ_04539,CSCD:chr2:9318523-9327911,exoRBase:exo_circ_001255
Condition-independent	Human	hsa_circASAP2_002	hg38	chr2:9318523-9335179	+	504	NM_001135191	ASAP2	ENSG00000151693	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ASAP2_0022,circBank:hsa_circASAP2_010,circBase:hsa_circ_0121185,CIRCpedia:HSA_CIRCpedia_42598,CSCD:chr2:9318523-9335179,exoRBase:exo_circ_017814
Condition-independent	Human	hsa_circPDIA6_001	hg38	chr2:10787280-10788769	-	232	NM_001282706	PDIA6	ENSG00000143870	1	3: RPF,cORF,m6A	CSCD:chr2:10787280-10788769
Condition-independent	Human	hsa_circROCK2_001	hg38	chr2:11235701-11235962	-	261	NM_001321643	ROCK2	ENSG00000134318	1	2: RPF,cORF	circAtlas:hsa-ROCK2_0034,circBank:hsa_circROCK2_009,circBase:hsa_circ_0005444,CIRCpedia:HSA_CIRCpedia_37578,circRNADb:hsa_circ_30375,CSCD:chr2:11235701-11235962,exoRBase:exo_circ_018284
Condition-independent	Human	hsa_circROCK2_002	hg38	chr2:11286538-11287736	-	183	NM_001321643	ROCK2	ENSG00000134318	1	2: RPF,cORF	circAtlas:hsa-ROCK2_0001,circBank:hsa_circROCK2_005,circBase:hsa_circ_0006526,CIRCpedia:HSA_CIRCpedia_37582,circRNADb:hsa_circ_00756,CSCD:chr2:11286538-11287736,exoRBase:exo_circ_001353
Condition-independent	Human	hsa_circASXL2_001	hg38	chr2:25749695-25750413	-	718	NM_001369347	ASXL2	ENSG00000143970	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ASXL2_0005,CIRCpedia:HSA_CIRCpedia_40502,CSCD:chr2:25749695-25750413,exoRBase:exo_circ_019197
Condition-independent	Human	hsa_circBABAM2_001	hg38	chr2:27894532-27988087	+	324	NR_137437	BABAM2	ENSG00000158019	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-BRE_0008,circBank:hsa_circBRE_005,circBase:hsa_circ_0119699,CIRCpedia:HSA_CIRCpedia_91658,CSCD:chr2:27894532-27988087
Condition-independent	Human	hsa_circPPP1CB_001	hg38	chr2:28783906-28788809	+	224	NM_206876	PPP1CB	ENSG00000213639	1	2: RPF,cORF	circAtlas:hsa-SPDYA_0001,circBank:hsa_circPPP1CB_010,circBase:hsa_circ_0007439,CIRCpedia:HSA_CIRCpedia_40659,circRNADb:hsa_circ_29712,CSCD:chr2:28783906-28788809,exoRBase:exo_circ_001337
Condition-independent	Human	hsa_circCLIP4_001	hg38	chr2:29133654-29145367	+	654	NM_024692	CLIP4	ENSG00000115295	1	3: RPF,cORF,MS	circAtlas:hsa-CLIP4_0044,circBank:hsa_circCLIP4_011,circBase:hsa_circ_0006908,CIRCpedia:HSA_CIRCpedia_40699,circRNADb:hsa_circ_16722,CSCD:chr2:29133654-29145367,exoRBase:exo_circ_019428
Condition-independent	Human	hsa_circMEMO1_001	hg38	chr2:31917925-31920910	-	225	NM_015955	MEMO1	ENSG00000162959	1	2: RPF,cORF	circBank:hsa_circMEMO1_010,circBase:hsa_circ_0006790,CIRCpedia:HSA_CIRCpedia_40736,circRNADb:hsa_circ_05295,CSCD:chr2:31917925-31920910
Condition-independent	Human	hsa_circMEMO1_002	hg38	chr2:31917925-31932135	-	294	NM_015955	MEMO1	ENSG00000162959	1	2: RPF,cORF	circAtlas:hsa-DPY30_0005,circBank:hsa_circMEMO1_007,circBase:hsa_circ_0007385,CIRCpedia:HSA_CIRCpedia_40737,circRNADb:hsa_circ_25994,CSCD:chr2:31917925-31932135
Condition-independent	Human	hsa_circMEMO1_003	hg38	chr2:31917925-31943383	-	376	NM_015955	MEMO1	ENSG00000162959	1	3: RPF,cORF,MS	circAtlas:hsa-DPY30_0001,circBank:hsa_circMEMO1_004,circBase:hsa_circ_0053394,CIRCpedia:HSA_CIRCpedia_40738,circRNADb:hsa_circ_28786,CSCD:chr2:31917925-31943383
Condition-independent	Human	hsa_circMEMO1_004	hg38	chr2:31932066-31943383	-	151	NM_015955	MEMO1	ENSG00000162959	1	2: RPF,cORF	circBank:hsa_circMEMO1_003,circBase:hsa_circ_0053397,CIRCpedia:HSA_CIRCpedia_342896,CSCD:chr2:31932066-31943383
Condition-independent	Human	hsa_circSLC30A6_001	hg38	chr2:32174062-32184338	+	194	NM_017964	SLC30A6	ENSG00000152683	1	3: RPF,cORF,MS	circAtlas:hsa-SLC30A6_0001,circBank:hsa_circSLC30A6_004,circBase:hsa_circ_0005695,CIRCpedia:HSA_CIRCpedia_40759,circRNADb:hsa_circ_03626,CSCD:chr2:32174062-32184338
Condition-independent	Human	hsa_circBIRC6_001	hg38	chr2:32473111-32548014	+	6383	NM_016252	BIRC6	ENSG00000115760	1	3: RPF,cORF,m6A	circAtlas:hsa-BIRC6_0226
Condition-independent	Human	hsa_circLTBP1_001	hg38	chr2:33134792-33222151	+	843	NM_206943	LTBP1	ENSG00000049323	1	3: RPF,cORF,m6A	circAtlas:hsa-LTBP1_0010,CIRCpedia:HSA_CIRCpedia_40974,CSCD:chr2:33134792-33222151,exoRBase:exo_circ_006515
Condition-independent	Human	hsa_circLTBP1_002	hg38	chr2:33217551-33222151	+	175	NM_001166264	LTBP1	ENSG00000049323	1	2: RPF,cORF	circAtlas:hsa-LTBP1_0011,circBank:hsa_circLTBP1_023,circBase:hsa_circ_0053907,CIRCpedia:HSA_CIRCpedia_40987,CSCD:chr2:33217551-33222151,exoRBase:exo_circ_006386
Condition-independent	Human	hsa_circCRIM1_001	hg38	chr2:36396613-36396787	+	174	NM_016441	CRIM1	ENSG00000150938	9	3: RPF,cORF,MS	circAtlas:hsa-CRIM1_0005,circBank:hsa_circCRIM1_018,circBase:hsa_circ_0002017,CIRCpedia:HSA_CIRCpedia_41041,circRNADb:hsa_circ_12294,CSCD:chr2:36396613-36396787
Condition-independent	Human	hsa_circCRIM1_002	hg38	chr2:36396613-36442735	+	538	NM_016441	CRIM1	ENSG00000150938	3	4: RPF,cORF,MS,m6A	circAtlas:hsa-CRIM1_0018,circBank:hsa_circCRIM1_021,circBase:hsa_circ_0002346,CIRCpedia:HSA_CIRCpedia_41042,circRNADb:hsa_circ_16396,CSCD:chr2:36396613-36442735,exoRBase:exo_circ_006670
Condition-independent	Human	hsa_circCRIM1_003	hg38	chr2:36396613-36522313	+	2097	NM_016441	CRIM1	ENSG00000150938	1	3: RPF,cORF,m6A	Circ2Disease:hsa_circRNA_102682,circAtlas:hsa-CRIM1_0007,circBank:hsa_circCRIM1_029,circBase:hsa_circ_0005442,CIRCpedia:HSA_CIRCpedia_41048,circRNADb:hsa_circ_05060,CSCD:chr2:36396613-36522313
Condition-independent	Human	hsa_circCRIM1_004	hg38	chr2:36441257-36442735	+	364	NM_016441	CRIM1	ENSG00000150938	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CRIM1_0001,circBank:hsa_circCRIM1_034,circBase:hsa_circ_0007386,CIRCpedia:HSA_CIRCpedia_41049,circRNADb:hsa_circ_20246,CSCD:chr2:36441257-36442735,exoRBase:exo_circ_013058
Condition-independent	Human	hsa_circHNRNPLL_001	hg38	chr2:38585643-38591648	-	357	NM_001142650	HNRNPLL	ENSG00000143889	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-HNRNPLL_0003,circBank:hsa_circHNRPLL_005,circBase:hsa_circ_0054144,CIRCpedia:HSA_CIRCpedia_41190,circRNADb:hsa_circ_02404,CSCD:chr2:38585643-38591648,exoRBase:exo_circ_006242
Condition-independent	Human	hsa_circSOS1_001	hg38	chr2:39056701-39058804	-	297	NM_005633	SOS1	ENSG00000115904	1	2: RPF,cORF	circAtlas:hsa-SOS1_0012,circBank:hsa_circSOS1_011,circBase:hsa_circ_0119992,CIRCpedia:HSA_CIRCpedia_41225,CSCD:chr2:39056701-39058804,exoRBase:exo_circ_013599
Condition-independent	Human	hsa_circMAP4K3_001	hg38	chr2:39331916-39337581	-	220	NM_003618	MAP4K3	ENSG00000011566	2	3: RPF,cORF,MS	circAtlas:hsa-MAP4K3_0082,circBank:hsa_circMAP4K3_012,circBase:hsa_circ_0054211,CIRCpedia:HSA_CIRCpedia_41258,circRNADb:hsa_circ_21310,CSCD:chr2:39331916-39337581
Condition-independent	Human	hsa_circSLC8A1_001	hg38	chr2:40139400-40178493	-	808	NM_001112800	SLC8A1	ENSG00000183023	1	2: RPF,cORF	circAtlas:hsa-SLC8A1_0004,circBank:hsa_circSLC8A1_017,circBase:hsa_circ_0120050,CIRCpedia:HSA_CIRCpedia_118361,circRNADb:hsa_circ_10186,exoRBase:exo_circ_014965
Condition-independent	Human	hsa_circSLC8A1_002	hg38	chr2:40428472-40430304	-	1832	NM_001112800	SLC8A1	ENSG00000183023	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-SLC8A1_0015,circBank:hsa_circSLC8A1_005,circBase:hsa_circ_0000994,CIRCpedia:HSA_CIRCpedia_41272,circRNADb:hsa_circ_10435,CSCD:chr2:40428472-40430304,exoRBase:exo_circ_000020
Condition-independent	Human	hsa_circTHADA_001	hg38	chr2:43428099-43430302	-	222	NM_001345925	THADA	ENSG00000115970	2	2: RPF,cORF	circAtlas:hsa-THADA_0005,circBank:hsa_circTHADA_035,circBase:hsa_circ_0054309,CIRCpedia:HSA_CIRCpedia_41346,circRNADb:hsa_circ_05067,CSCD:chr2:43428099-43430302,exoRBase:exo_circ_018167
Condition-independent	Human	hsa_circLRPPRC_001	hg38	chr2:43973606-43982434	-	1220	NM_133259	LRPPRC	ENSG00000138095	2	3: RPF,cORF,m6A	circAtlas:hsa-LRPPRC_0027,circBank:hsa_circLRPPRC_009,circBase:hsa_circ_0120122,CIRCpedia:HSA_CIRCpedia_41439,circRNADb:hsa_circ_12704,CSCD:chr2:43973606-43982434,exoRBase:exo_circ_007694
Condition-independent	Human	hsa_circSPTBN1_001	hg38	chr2:54526371-54526566	+	195	NM_003128	SPTBN1	ENSG00000115306	2	3: RPF,cORF,m6A	circAtlas:hsa-SPTBN1_0004,circBank:hsa_circSPTBN1_001,circBase:hsa_circ_0054558,CIRCpedia:HSA_CIRCpedia_41669,exoRBase:exo_circ_020706
Condition-independent	Human	hsa_circFANCL_001	hg38	chr2:58198593-58232112	-	444	NM_018062	FANCL	ENSG00000115392	2	2: RPF,cORF	circAtlas:hsa-FANCL_0007,circBank:hsa_circFANCL_005,circBase:hsa_circ_0004435,CIRCpedia:HSA_CIRCpedia_41768,circRNADb:hsa_circ_23488,CSCD:chr2:58198593-58232112
Condition-independent	Human	hsa_circFANCL_002	hg38	chr2:58221941-58232112	-	278	NM_018062	FANCL	ENSG00000115392	1	3: RPF,cORF,MS	circAtlas:hsa-FANCL_0001,circBank:hsa_circFANCL_003,circBase:hsa_circ_0001009,CIRCpedia:HSA_CIRCpedia_41770,circRNADb:hsa_circ_27206,CSCD:chr2:58221941-58232112,exoRBase:exo_circ_000142
Condition-independent	Human	hsa_circKIAA1841_001	hg38	chr2:61115978-61118116	+	284	NM_001129993	KIAA1841	ENSG00000162929	1	3: RPF,cORF,m6A	circAtlas:hsa-KIAA1841_0001,circBank:hsa_circKIAA1841_043,circBase:hsa_circ_0007793,CIRCpedia:HSA_CIRCpedia_41802,circRNADb:hsa_circ_26895,exoRBase:exo_circ_001178
Condition-independent	Human	hsa_circXPO1_001	hg38	chr2:61482956-61490776	-	925	NM_003400	XPO1	ENSG00000082898	1	3: RPF,cORF,m6A	circAtlas:hsa-XPO1_0042,circBank:hsa_circXPO1_094,circBase:hsa_circ_0002607,CIRCpedia:HSA_CIRCpedia_41908,circRNADb:hsa_circ_24086,CSCD:chr2:61482956-61490776,exoRBase:exo_circ_012183
Condition-independent	Human	hsa_circXPO1_002	hg38	chr2:61485767-61490776	-	621	NM_003400	XPO1	ENSG00000082898	1	3: RPF,cORF,m6A	circAtlas:hsa-XPO1_0012,circBank:hsa_circXPO1_092,circBase:hsa_circ_0005050,CIRCpedia:HSA_CIRCpedia_41914,circRNADb:hsa_circ_15008,CSCD:chr2:61485767-61490776,exoRBase:exo_circ_017932
Condition-independent	Human	hsa_circXPO1_003	hg38	chr2:61499712-61522683	-	362	NM_003400	XPO1	ENSG00000082898	3	3: RPF,cORF,m6A	circAtlas:hsa-XPO1_0176
Condition-independent	Human	hsa_circXPO1_004	hg38	chr2:61522610-61526521	-	175	NM_003400	XPO1	ENSG00000082898	8	2: RPF,cORF	circAtlas:hsa-XPO1_0002,circBank:hsa_circXPO1_021,circBase:hsa_circ_0001016,CIRCpedia:HSA_CIRCpedia_41958,circRNADb:hsa_circ_30308,CSCD:chr2:61522610-61526521,exoRBase:exo_circ_000569
Condition-independent	Human	hsa_circXPO1_005	hg38	chr2:61522610-61533903	-	307	NM_003400	XPO1	ENSG00000082898	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-XPO1_0001,circBank:hsa_circXPO1_005,circBase:hsa_circ_0001017,CIRCpedia:HSA_CIRCpedia_41959,circRNADb:hsa_circ_19966,CSCD:chr2:61522610-61533903,exoRBase:exo_circ_000043
Condition-independent	Human	hsa_circCCT4_001	hg38	chr2:61873001-61883548	-	945	NM_006430	CCT4	ENSG00000115484	1	3: RPF,cORF,m6A	circAtlas:hsa-CCT4_0018,circBank:hsa_circCCT4_007,circBase:hsa_circ_0007473,CIRCpedia:HSA_CIRCpedia_41974,circRNADb:hsa_circ_07991,exoRBase:exo_circ_038381
Condition-independent	Human	hsa_circCCT4_002	hg38	chr2:61880285-61883548	-	199	NM_006430	CCT4	ENSG00000115484	1	3: RPF,cORF,MS	circAtlas:hsa-CCT4_0016,circBank:hsa_circCCT4_004,circBase:hsa_circ_0054907,CIRCpedia:HSA_CIRCpedia_122433
Condition-independent	Human	hsa_circCCT4_003	hg38	chr2:61883458-61885072	-	143	NM_006430	CCT4	ENSG00000115484	2	2: RPF,cORF	circAtlas:hsa-CCT4_0011,circBank:hsa_circCCT4_002,circBase:hsa_circ_0054908,CIRCpedia:HSA_CIRCpedia_41982,circRNADb:hsa_circ_09763
Condition-independent	Human	hsa_circEHBP1_001	hg38	chr2:62979187-62996766	+	751	NM_001354221	EHBP1	ENSG00000115504	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-EHBP1_0007,circBank:hsa_circEHBP1_019,circBase:hsa_circ_0005552,CIRCpedia:HSA_CIRCpedia_41992,circRNADb:hsa_circ_19600,CSCD:chr2:62979187-62996766,exoRBase:exo_circ_000448
Condition-independent	Human	hsa_circAFTPH_001	hg38	chr2:64572945-64585545	+	308	NM_001002243	AFTPH	ENSG00000119844	1	2: RPF,cORF	circAtlas:hsa-AFTPH_0009,circBank:hsa_circAFTPH_007,circBase:hsa_circ_0006037,CIRCpedia:HSA_CIRCpedia_42059,circRNADb:hsa_circ_20024,CSCD:chr2:64572945-64585545,exoRBase:exo_circ_000295
Condition-independent	Human	hsa_circAPLF_001	hg38	chr2:68490189-68513680	+	526	NM_173545	APLF	ENSG00000169621	1	3: RPF,cORF,MS	circAtlas:hsa-APLF_0008,circBank:hsa_circAPLF_002,circBase:hsa_circ_0003874,CIRCpedia:HSA_CIRCpedia_42097,circRNADb:hsa_circ_24253,CSCD:chr2:68490189-68513680,exoRBase:exo_circ_006671
